"Product Category",Brand,Comments,"Repair Status","Spare parts (needed/used)",Event,Group,Date
"Handheld entertainment device",Amazon,"Micro-USB port damaged.  User had sourced replacement usb ports but these not suitable for use in the unit.  Needs direct replacement.",Unknown,No,Tooting,"Restarters Tooting",2018-12-08
Mobile,,"Not letting calls through.  No time to allocate to fixer",Unknown,No,Tooting,"Restarters Tooting",2018-12-08
"Hi-Fi separates",,"Not working.  No time to allocate to fixer",Unknown,No,Tooting,"Restarters Tooting",2018-12-08
"Hi-Fi separates",,"Not reading music CDs.  Disc and head motors working OK, laser OK.  Lens cleaned.  This fixed problem.",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
Misc,,"Not working.  Examined, no apparent fault.  Likely electronics failure. No time to diagnose","End of life",No,Tooting,"Restarters Tooting",2018-12-08
Lamp,,"Wires need connecting.  Found broken switch/lampholder unit.  Owener was able to source replacement locally and this was fitted.",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
Vacuum,Numatic,"Doesn't work.   No time to allocate to fixer in session",Unknown,No,Tooting,"Restarters Tooting",2018-12-08
Toy,,"Work on battery but not mains.  Problem not identified.  Likely repairable with new external power supply.",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
"Portable radio",,"Works on battery  but not mains.  Problem not identifed.",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
Misc,,"Soldered-in Internal fuse broken.  No other faults seen on brief inspection.  User advised on soruce for new fuse.",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
Lamp,,"Re-charable cycle light not working.  micro-usb connector damaged . needs replacement, but unit sealed. No time in session to open or investingate further.",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
Lamp,,"Flickers on and off - Found cracked casing resulting in poor contact between battery and lamp.  Superglued cracks in casing.",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
Mobile,,"Power button broken.  Needs spare part. No apparent source of part.","End of life",No,Tooting,"Restarters Tooting",2018-12-08
Toaster,Breville,"Previously seen by another fixer and failed diode found in control board. User obtained diode which was soldered in place.  Unfortunately this did not fix unit.  Appeared dead.  No time to diagnose fault.",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
Misc,,"Problem: 'Needs soldering'.  Soldering done.",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
Mobile,Samsung,"Screen going on and off.  Fixed by turning off the screen saver.",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
"Portable radio",Panasonic,"'Motorboating' feedback in casette tape player pre-amplifyer.  Likely failed capacitor or soldered joint failure on board.  Reseated all connectors, cleaned contacts and poked compents.  Problem disappeared and unit worked, but recurrance probable.",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
"Paper shredder",,"Making a noise.  Unit cleaned but still making noise.",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
Lamp,,"chanical no problem with electric connetions.Bulb holder detached.   Re-attached - mea",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
"Laptop small",Acer,"Screen flickering.  Likely poor screen cable connection.  Screen not removed because of very busy session/little time.  User can use the device in the mean time",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
"Power tool",Bosch,"Sawn through power cable.  Cable cut bac and re-connected within device.",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
"Laptop medium",Apple,"Trackpad not working.  Found the battery swollen and pressing on trackpad sensor.  Repairable by batter replacement.  User considering doing this but usig USB mouse pro tem.",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
Lamp,IKEA,"Stopped working.  Dimmer switch electronic fault - likely Triac.  User did not use dimming function  so user able to source two-pole in line switch to replace at local shop. This was fitted.  All OK.",Fixed,No,Tooting,"Restarters Tooting",2018-12-08
Vacuum,SEBO,"Stopped  working - partly dismantled.  Attempted repair by user.  Needed more time to re-assemble and test.",Repairable,No,Tooting,"Restarters Tooting",2018-12-08
"Portable radio",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-15
Tablet,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-15
"Decorative or safety lights",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-15
Lamp,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-15
Lamp,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-15
"Power tool",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-15
"Power tool",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-15
Vacuum,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-15
"Hair & Beauty item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-15
"Hair & Beauty item",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-15
Misc,,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-09-15
"PC Accessory",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-15
Toaster,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-01
Vacuum,,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-09-01
"Hi-Fi separates",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-01
Misc,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-01
"Power tool",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-01
"Power tool",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-09-01
"Portable radio",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-01
"Portable radio",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-01
Lamp,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-01
Lamp,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-01
Tablet,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-01
"Laptop medium",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-01
"Small kitchen item",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-09-01
"Hair & Beauty item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-09-01
"Flat screen 26-30""",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-08-04
"Decorative or safety lights",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-08-04
Toy,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-08-04
Lamp,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-08-04
Lamp,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
Lamp,,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-08-04
"Small kitchen item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-08-04
"Small kitchen item",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
"Power tool",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-08-04
Misc,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
"Power tool",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
"Small kitchen item",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-08-04
"Hi-Fi separates",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-08-04
"Hi-Fi separates",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
Misc,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
"Power tool","Black & Decker",,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
"Power tool","Black & Decker",,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
Lamp,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
"Paper shredder",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-08-04
Toy,,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-07-07
"Flat screen 26-30""",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-07-07
Misc,,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-07-07
Printer/scanner,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-07-07
Printer/scanner,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-07-07
Printer/scanner,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-07-07
"Laptop medium",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-07-07
"Laptop medium",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-07-07
"Handheld entertainment device",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-07-07
"Musical instrument",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-07-07
"Musical instrument",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-07-07
Misc,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-07-07
"Hi-Fi separates",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-07-07
"Power tool",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-07-07
"Power tool",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-07-07
"Small kitchen item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-07-07
"Small kitchen item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-07-07
Misc,,"needed new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-06-02
Toaster,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-06-02
Toaster,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-06-02
Toaster,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-06-02
"Decorative or safety lights",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Decorative or safety lights",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Power tool",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Handheld entertainment device",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Hair & Beauty item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-06-02
"Hair & Beauty item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-06-02
"TV and gaming-related accessories",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Hi-Fi separates",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-06-02
"Hi-Fi separates",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Laptop medium",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Hair & Beauty item",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Power tool",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-06-02
Fan,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-06-02
"Desktop computer",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Hi-Fi separates",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-06-02
"Digital Compact Camera",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-06-02
"Hi-Fi separates",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Hair & Beauty item",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Portable radio",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Portable radio",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
Lamp,,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
Kettle,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-05-19
Misc,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-05-19
"Power tool",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Musical instrument",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Musical instrument",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Digital Compact Camera",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Portable radio",,,Repairable,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Small kitchen item",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-05-19
"Small kitchen item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-05-19
"Small kitchen item",,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-05-19
Mobile,Redmi,"Cracked digitiser",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Cracked digitser",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Xiaomi,"No battery",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Cracked digitiser, low battery health",Repairable,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Cracked digitiser",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Charging port blocked; water evaporation signs in front-facing camera (potential water damage); no other symptoms . Dirt in charging point, dust in camera channel",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Tablet,Apple,"iPad won't boot",Repairable,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Screen assembly bracket missing",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
"Laptop medium",Dell,"Hinges broken; battery not charging",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Battery and Screen Assembly Replacement",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
"Laptop medium",Apple,"Trackpad and keyboard not working; corrosion found on trackpad controller board upon inspection",Repairable,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,OnePlus,"Cracked screen",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Phone runs slow; changed battery 1 month ago but doesn't help, 4Gb of storage left from 64",Repairable,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Cracked Screen, Touch and LCD ok",Repairable,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Cracked Screen, battery dying fast",Repairable,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Cracked Screen, Touch and LCD ok",Repairable,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Mobile,Apple,"Home button and Touch ID not working; cracked screen 2 years ago, LCD and touch OK",Fixed,No,"The Hong Kong University of Science and Technology",REMAKE,2018-11-25
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Misc,,"needs new battery",Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
Lamp,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-04-07
Toaster,,,"End of life",No,Southampton,"Southampton Repair Cafe",2018-04-07
"Small kitchen item",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
"Small kitchen item",,,Fixed,No,Southampton,"Southampton Repair Cafe",2018-04-07
